Codigo: 1	Existencia: 20	Precio: 900	Nombre: pepitas
Codigo: 1455416984	Existencia: 244	Precio: 6.95151e-310	Nombre: 
Codigo: 1455416984	Existencia: 244	Precio: 6.95151e-310	Nombre: 
Codigo: 1455416984	Existencia: 244	Precio: 6.95151e-310	Nombre: 
Codigo: 1455416984	Existencia: 244	Precio: 6.95151e-310	Nombre: 
Codigo: 1455416984	Existencia: 244	Precio: 6.95151e-310	Nombre: 
Codigo: 1455416984	Existencia: 244	Precio: 6.95151e-310	Nombre: 
Codigo: 1455416984	Existencia: 244	Precio: 6.95151e-310	Nombre: 
Codigo: 1455416984	Existencia: 244	Precio: 6.95151e-310	Nombre: 
Codigo: 1455416984	Existencia: 244	Precio: 6.95151e-310	Nombre: 
Codigo: 1455416984	Existencia: 244	Precio: 6.95151e-310	Nombre: 
Codigo: 1455416984	Existencia: 244	Precio: 6.95151e-310	Nombre: 
Codigo: 1455416984	Existencia: 244	Precio: 6.95151e-310	Nombre: 
Codigo: 1455416984	Existencia: 244	Precio: 6.95151e-310	Nombre: 
Codigo: 1455416984	Existencia: 244	Precio: 6.95151e-310	Nombre: 
Codigo: 1455416984	Existencia: 244	Precio: 6.95151e-310	Nombre: 
